"year","pair","trade","gdp","sim","rlf","rer","cee","emu","dist","bor","lan","rert","ftrade","fgdp","fsim","frlf","frer"
1965,32,4.14658,12.42071,-0.7596791,8.712727,-0.1893605,0,0,6.431331,0,1,3.3569,3.8522,12.9015,-1.3827,8.2225,-1.4577
1966,32,4.100562,12.44751,-0.7595834,8.742129,-0.1598983,0,0,6.431331,0,1,3.3853,3.9179,12.9327,-1.38,8.2459,-1.4282
1967,32,4.020428,12.49588,-0.7619905,8.731968,-0.1412642,0,0,6.431331,0,1,3.4028,3.9352,12.9694,-1.3731,8.3038,-1.4166
1968,32,4.141254,12.54944,-0.7680456,8.718864,-0.1732774,0,0,6.431331,0,1,3.3983,3.9937,13.0178,-1.3695,8.3146,-1.4759
1969,32,4.31454,12.61138,-0.7683178,8.789637,-0.1203308,0,0,6.431331,0,1,3.4202,4.1484,13.0784,-1.3679,8.3644,-1.4269
1970,32,4.379092,12.69308,-0.7961017,8.720058,-0.0631581,0,0,6.431331,0,1,3.477,4.2587,13.1565,-1.3787,8.3522,-1.3699
1971,32,4.482127,12.72903,-0.8007412,8.710579,0.023897,0,0,6.431331,0,1,3.5314,4.3246,13.19,-1.3729,8.3446,-1.2988
1972,32,4.638275,12.76627,-0.7968547,8.794706,0.2072499,0,0,6.431331,0,1,3.6421,4.4935,13.2375,-1.3622,8.2657,-1.1492
1973,32,4.925727,12.80801,-0.8001691,8.799547,0.5533766,1,0,6.431331,0,1,3.9088,4.7014,13.2947,-1.3598,8.3109,-0.9193
1974,32,4.992253,12.82931,-0.817875,8.624634,0.6835681,1,0,6.431331,0,1,4.1289,4.6649,13.3176,-1.3637,8.3562,-0.8355
1975,32,4.938352,12.82249,-0.8242147,8.566422,0.8926117,1,0,6.431331,0,1,4.2908,4.6046,13.3154,-1.3518,8.294,-0.6984
1976,32,5.068013,12.87661,-0.8194429,8.689004,0.850446,1,0,6.431331,0,1,4.2226,4.6785,13.3597,-1.3544,8.3631,-0.8593
1977,32,5.127207,12.93327,-0.8430429,8.66633,0.9938279,1,0,6.431331,0,1,4.2619,4.7334,13.389,-1.3502,8.3696,-0.8357
1978,32,5.195595,12.95492,-0.8449934,8.674164,1.28054,1,0,6.431331,0,1,4.4177,4.8269,13.4202,-1.3488,8.262,-0.6545
1979,32,5.386545,12.9801,-0.8413054,8.748322,1.507798,1,0,6.431331,0,1,4.6147,4.9844,13.4549,-1.3461,8.3706,-0.4446
1980,32,5.402304,12.98586,-0.8487509,8.703291,1.576361,1,0,6.431331,0,1,4.735,4.9608,13.4724,-1.3399,8.41,-0.3323
1981,32,5.14775,12.97693,-0.853469,8.651668,1.220023,1,0,6.431331,0,1,4.582,4.7834,13.4738,-1.3359,8.3308,-0.6684
1982,32,5.163459,12.97806,-0.8379098,8.827077,1.050307,1,0,6.431331,0,1,4.4528,4.7935,13.4854,-1.3315,8.3851,-0.917
1983,32,5.137311,12.99862,-0.8337781,8.85966,0.9232563,1,0,6.431331,0,1,4.3424,4.7981,13.5038,-1.3348,8.3036,-1.1911
1984,32,4.991662,13.03324,-0.8312169,8.913638,0.7249362,1,0,6.431331,0,1,4.2269,4.8274,13.5282,-1.3353,8.3973,-1.4241
1985,32,5.109504,13.06552,-0.8290707,8.973483,0.711455,1,0,6.431331,0,1,4.1718,4.9309,13.5539,-1.3338,8.4653,-1.4981
1986,32,5.352029,13.09743,-0.8238108,9.05577,1.29655,1,0,6.431331,0,1,4.4419,5.1959,13.5859,-1.3236,8.4598,-1.0525
1987,32,5.502304,13.10648,-0.8293837,9.031992,1.685511,1,0,6.431331,0,1,4.6152,5.403,13.6137,-1.3228,8.5181,-0.7498
1988,32,5.604701,13.13034,-0.8315445,9.021714,1.767651,1,0,6.431331,0,1,4.6987,5.4819,13.6614,-1.3089,8.4841,-0.6665
1989,32,5.588676,13.16213,-0.8478731,8.904945,1.659867,1,0,6.431331,0,1,4.6637,5.5596,13.6972,-1.3056,8.6043,-0.7575
1990,32,5.791247,13.19298,-0.8596907,8.82603,2.034154,1,0,6.431331,0,1,4.8114,5.7427,13.726,-1.2992,8.6043,-0.4457
1991,32,5.774466,13.21198,-0.8641602,8.811203,2.018304,1,0,6.431331,0,1,4.7907,5.7367,13.7499,-1.3112,8.629,-0.4727
1992,32,5.818262,13.22781,-0.8697272,8.775764,2.164835,1,0,6.431331,0,1,4.8332,5.7983,13.7588,-1.3121,8.6429,-0.3862
1993,32,5.619864,13.23316,-0.8728092,8.753454,2.065495,1,0,6.431331,0,1,4.7167,5.6422,13.7559,-1.3099,8.6264,-0.6501
1994,32,5.694943,13.27131,-0.8641834,8.899448,2.132762,1,0,6.431331,0,1,4.7427,5.7724,13.7878,-1.3044,8.5688,-0.6116
1995,32,5.797804,13.29651,-0.8630737,8.941803,2.410452,1,0,6.431331,0,1,4.8836,5.9345,13.8166,-1.295,8.5322,-0.4019
1996,32,6.130788,13.32491,-0.8650769,8.932117,2.354765,1,0,6.431331,0,1,4.8653,6.0044,13.8364,-1.2859,8.5342,-0.4126
1997,32,6.092545,13.36138,-0.8660208,8.941446,2.103499,1,0,6.431331,0,1,4.7184,6.0167,13.8661,-1.2746,8.5992,-0.6152
1998,32,6.165306,13.39078,-0.8749095,8.932109,2.088146,1,0,6.431331,0,1,4.6709,6.1389,13.8963,-1.2668,8.6213,-0.65
1999,32,6.159039,13.42976,-0.8847858,8.877997,2.027538,1,0,6.431331,0,1,4.6139,6.1737,13.9341,-1.2563,8.6397,-0.7173
2000,32,6.130707,13.46248,-0.8831779,8.921355,1.771053,1,0,6.431331,0,1,4.4855,6.1104,13.9733,-1.2471,8.6329,-0.9549
2001,32,6.090426,13.47289,-0.8843214,8.856456,1.736409,1,0,6.431331,0,1,4.4484,6.0965,13.9851,-1.2521,8.523,-1.0051
1960,33,0.9714623,11.42303,-1.026012,9.514125,-2.325212,0,0,7.8144,0,0,3.2835,3.2729,12.6399,-1.3927,8.0524,-1.5352
1961,33,1.879088,11.48292,-1.030449,9.569986,-2.314559,0,0,7.8144,0,0,3.3213,3.4076,12.6952,-1.3874,8.0404,-1.513
1962,33,1.426826,11.54009,-1.025857,9.615465,-2.302876,0,0,7.8144,0,0,3.3181,3.5134,12.7435,-1.3917,8.1452,-1.499
1963,33,1.539001,11.55886,-0.9985768,9.602898,-2.290407,0,0,7.8144,0,0,3.3159,3.6078,12.7893,-1.3884,8.1614,-1.4865
1964,33,1.790327,11.64095,-1.012665,9.688575,-2.277283,0,0,7.8144,0,0,3.3266,3.7607,12.8565,-1.3871,8.2114,-1.4734
1965,33,2.000488,11.7083,-1.010712,9.717579,-2.261588,0,0,7.8144,0,0,3.3569,3.8522,12.9015,-1.3827,8.2225,-1.4577
1966,33,2.059567,11.73844,-1.004005,9.730993,-2.232126,0,0,7.8144,0,0,3.3853,3.9179,12.9327,-1.38,8.2459,-1.4282
1967,33,2.36521,11.78833,-0.9884529,9.744858,-2.213492,0,0,7.8144,0,0,3.4028,3.9352,12.9694,-1.3731,8.3038,-1.4166
1968,33,2.290533,11.83446,-0.9742362,9.765522,-2.245505,0,0,7.8144,0,0,3.3983,3.9937,13.0178,-1.3695,8.3146,-1.4759
1969,33,2.539715,11.88564,-0.9946976,9.830305,-2.192558,0,0,7.8144,0,0,3.4202,4.1484,13.0784,-1.3679,8.3644,-1.4269
1970,33,2.676277,11.92493,-0.9568908,9.821732,-2.135386,0,0,7.8144,0,0,3.477,4.2587,13.1565,-1.3787,8.3522,-1.3699
1971,33,2.620259,11.96134,-0.9386585,9.815187,-2.082563,0,0,7.8144,0,0,3.5314,4.3246,13.19,-1.3729,8.3446,-1.2988
1972,33,2.91858,12.01512,-0.9242268,9.841066,-1.931662,0,0,7.8144,0,0,3.6421,4.4935,13.2375,-1.3622,8.2657,-1.1492
1973,33,2.969087,12.06605,-0.8986668,9.843966,-1.67017,0,0,7.8144,0,0,3.9088,4.7014,13.2947,-1.3598,8.3109,-0.9193
1974,33,2.784598,12.05912,-0.8876886,9.819809,-1.567482,0,0,7.8144,0,0,4.1289,4.6649,13.3176,-1.3637,8.3562,-0.8355
1975,33,2.639719,12.03269,-0.8984904,9.821203,-1.420165,0,0,7.8144,0,0,4.2908,4.6046,13.3154,-1.3518,8.294,-0.6984
1976,33,2.554141,12.09704,-0.896998,9.88811,-1.584362,0,0,7.8144,0,0,4.2226,4.6785,13.3597,-1.3544,8.3631,-0.8593
1977,33,2.521172,12.12132,-0.8791457,9.884257,-1.74765,0,0,7.8144,0,0,4.2619,4.7334,13.389,-1.3502,8.3696,-0.8357
1978,33,2.478573,12.14225,-0.8751626,9.898705,-1.728917,0,0,7.8144,0,0,4.4177,4.8269,13.4202,-1.3488,8.262,-0.6545
1979,33,2.624098,12.18169,-0.8650769,9.921618,-1.686264,0,0,7.8144,0,0,4.6147,4.9844,13.4549,-1.3461,8.3706,-0.4446
1980,33,2.675352,12.18932,-0.8455175,9.899838,-1.650249,0,0,7.8144,0,0,4.735,4.9608,13.4724,-1.3399,8.41,-0.3323
1981,33,2.414634,12.18244,-0.8331532,9.868757,-1.985454,0,0,7.8144,0,0,4.582,4.7834,13.4738,-1.3359,8.3308,-0.6684
1982,33,2.468945,12.20935,-0.8362338,9.90153,-2.329877,0,0,7.8144,0,0,4.4528,4.7935,13.4854,-1.3315,8.3851,-0.917
1983,33,2.46628,12.2282,-0.8473914,9.928523,-2.719067,0,0,7.8144,0,0,4.3424,4.7981,13.5038,-1.3348,8.3036,-1.1911
1984,33,2.495868,12.24985,-0.8702063,9.983591,-3.091625,0,0,7.8144,0,0,4.2269,4.8274,13.5282,-1.3353,8.3973,-1.4241
1985,33,2.857694,12.28362,-0.873714,10.02114,-3.232568,0,0,7.8144,0,0,4.1718,4.9309,13.5539,-1.3338,8.4653,-1.4981
1986,33,3.27237,12.36719,-0.823167,10.0582,-2.818579,1,0,7.8144,0,0,4.4419,5.1959,13.5859,-1.3236,8.4598,-1.0525
1987,33,3.582224,12.38678,-0.8017802,10.03476,-2.557739,1,0,7.8144,0,0,4.6152,5.403,13.6137,-1.3228,8.5181,-0.7498
1988,33,3.614167,12.42467,-0.7855747,10.02201,-2.52068,1,0,7.8144,0,0,4.6987,5.4819,13.6614,-1.3089,8.4841,-0.6665
1989,33,3.643405,12.44351,-0.7716781,10.00124,-2.647211,1,0,7.8144,0,0,4.6637,5.5596,13.6972,-1.3056,8.6043,-0.7575
1990,33,3.930383,12.4653,-0.7627964,9.992332,-2.326432,1,0,7.8144,0,0,4.8114,5.7427,13.726,-1.2992,8.6043,-0.4457
1991,33,3.904954,12.48087,-0.7597061,9.99263,-2.329945,1,0,7.8144,0,0,4.7907,5.7367,13.7499,-1.3112,8.629,-0.4727
1992,33,4.029522,12.494,-0.7550264,9.985147,-2.176429,1,0,7.8144,0,0,4.8332,5.7983,13.7588,-1.3121,8.6429,-0.3862
1993,33,3.808793,12.48979,-0.7577851,9.985724,-2.39112,1,0,7.8144,0,0,4.7167,5.6422,13.7559,-1.3099,8.6264,-0.6501
1994,33,4.017659,12.53118,-0.7659967,10.04988,-2.379988,1,0,7.8144,0,0,4.7427,5.7724,13.7878,-1.3044,8.5688,-0.6116
1995,33,4.186071,12.55863,-0.7657924,10.07134,-2.134593,1,0,7.8144,0,0,4.8836,5.9345,13.8166,-1.295,8.5322,-0.4019
1996,33,4.124467,12.58526,-0.7645315,10.08216,-2.161654,1,0,7.8144,0,0,4.8653,6.0044,13.8364,-1.2859,8.5342,-0.4126
1997,33,4.067141,12.61856,-0.7656119,10.10492,-2.394271,1,0,7.8144,0,0,4.7184,6.0167,13.8661,-1.2746,8.5992,-0.6152
1998,33,3.995942,12.64034,-0.7601079,10.12215,-2.420374,1,0,7.8144,0,0,4.6709,6.1389,13.8963,-1.2668,8.6213,-0.65
1999,33,3.995416,12.6801,-0.7487244,10.12655,-2.483044,1,0,7.8144,0,0,4.6139,6.1737,13.9341,-1.2563,8.6397,-0.7173
2000,33,3.8555,12.71684,-0.7479466,10.19341,-2.739529,1,0,7.8144,0,0,4.4855,6.1104,13.9733,-1.2471,8.6329,-0.9549
2001,33,3.705808,12.73206,-0.7439874,10.20999,-2.774173,1,0,7.8144,0,0,4.4484,6.0965,13.9851,-1.2521,8.523,-1.0051
1960,34,1.813519,12.16555,-0.7693416,9.364494,-3.060643,0,0,7.635787,0,0,3.2835,3.2729,12.6399,-1.3927,8.0524,-1.5352
1961,34,1.751253,12.25556,-0.7817029,9.400813,-3.04999,0,0,7.635787,0,0,3.3213,3.4076,12.6952,-1.3874,8.0404,-1.513
1962,34,2.319371,12.33037,-0.7907245,9.431726,-3.038308,0,0,7.635787,0,0,3.3181,3.5134,12.7435,-1.3917,8.1452,-1.499
1963,34,2.318262,12.39216,-0.8178627,9.390862,-3.025839,0,0,7.635787,0,0,3.3159,3.6078,12.7893,-1.3884,8.1614,-1.4865
1964,34,2.543686,12.52922,-0.8433894,9.491309,-3.012714,0,0,7.635787,0,0,3.3266,3.7607,12.8565,-1.3871,8.2114,-1.4734
1965,34,2.831707,12.59383,-0.8423868,9.52128,-2.99702,0,0,7.635787,0,0,3.3569,3.8522,12.9015,-1.3827,8.2225,-1.4577
1966,34,2.773175,12.64864,-0.8577089,9.519531,-2.967558,0,0,7.635787,0,0,3.3853,3.9179,12.9327,-1.38,8.2459,-1.4282
1967,34,2.691657,12.68541,-0.8545313,9.541097,-2.960994,0,0,7.635787,0,0,3.4028,3.9352,12.9694,-1.3731,8.3038,-1.4166
1968,34,2.783745,12.73666,-0.8613846,9.563605,-3.134987,0,0,7.635787,0,0,3.3983,3.9937,13.0178,-1.3695,8.3146,-1.4759
1969,34,2.782099,12.81001,-0.8682332,9.609923,-3.082041,0,0,7.635787,0,0,3.4202,4.1484,13.0784,-1.3679,8.3644,-1.4269
1970,34,2.802847,12.86461,-0.8883466,9.611702,-3.024868,0,0,7.635787,0,0,3.477,4.2587,13.1565,-1.3787,8.3522,-1.3699
1971,34,2.821691,12.90447,-0.8964377,9.623118,-2.964377,0,0,7.635787,0,0,3.5314,4.3246,13.19,-1.3729,8.3446,-1.2988
1972,34,3.228508,12.9735,-0.910825,9.642265,-2.789735,0,0,7.635787,0,0,3.6421,4.4935,13.2375,-1.3622,8.2657,-1.1492
1973,34,3.348004,13.03739,-0.9288643,9.648836,-2.487675,0,0,7.635787,0,0,3.9088,4.7014,13.2947,-1.3598,8.3109,-0.9193
1974,34,3.268853,13.07396,-0.9614996,9.586922,-2.383653,0,0,7.635787,0,0,4.1289,4.6649,13.3176,-1.3637,8.3562,-0.8355
1975,34,3.320974,13.07307,-0.9734997,9.555346,-2.231468,0,0,7.635787,0,0,4.2908,4.6046,13.3154,-1.3518,8.294,-0.6984
1976,34,3.343538,13.11347,-0.9584256,9.643221,-2.37996,0,0,7.635787,0,0,4.2226,4.6785,13.3597,-1.3544,8.3631,-0.8593
1977,34,3.153317,13.13729,-0.9661664,9.645732,-2.430199,0,0,7.635787,0,0,4.2619,4.7334,13.389,-1.3502,8.3696,-0.8357
1978,34,3.352105,13.15274,-0.9644462,9.669032,-2.285908,0,0,7.635787,0,0,4.4177,4.8269,13.4202,-1.3488,8.262,-0.6545
1979,34,3.494133,13.16136,-0.9492754,9.72208,-2.002885,0,0,7.635787,0,0,4.6147,4.9844,13.4549,-1.3461,8.3706,-0.4446
1980,34,3.368709,13.16931,-0.959534,9.70098,-2.007853,0,0,7.635787,0,0,4.735,4.9608,13.4724,-1.3399,8.41,-0.3323
1981,34,3.199808,13.16348,-0.9671483,9.673785,-2.390919,0,0,7.635787,0,0,4.582,4.7834,13.4738,-1.3359,8.3308,-0.6684
1982,34,3.205392,13.18259,-0.9602804,9.713683,-2.662439,0,0,7.635787,0,0,4.4528,4.7935,13.4854,-1.3315,8.3851,-0.917
1983,34,3.260324,13.20573,-0.9569271,9.732583,-2.990933,0,0,7.635787,0,0,4.3424,4.7981,13.5038,-1.3348,8.3036,-1.1911
1984,34,3.370708,13.22681,-0.9450648,9.783035,-3.189264,0,0,7.635787,0,0,4.2269,4.8274,13.5282,-1.3353,8.3973,-1.4241
1985,34,3.437498,13.25546,-0.9401421,9.830795,-3.230868,0,0,7.635787,0,0,4.1718,4.9309,13.5539,-1.3338,8.4653,-1.4981
1986,34,3.871725,13.28975,-0.9352496,9.874457,-2.75208,1,0,7.635787,0,0,4.4419,5.1959,13.5859,-1.3236,8.4598,-1.0525
1987,34,4.095589,13.3298,-0.9620811,9.839825,-2.423504,1,0,7.635787,0,0,4.6152,5.403,13.6137,-1.3228,8.5181,-0.7498
1988,34,4.151165,13.37235,-0.9770921,9.826312,-2.309098,1,0,7.635787,0,0,4.6987,5.4819,13.6614,-1.3089,8.4841,-0.6665
1989,34,4.24231,13.40757,-0.9997373,9.795591,-2.36189,1,0,7.635787,0,0,4.6637,5.5596,13.6972,-1.3056,8.6043,-0.7575
1990,34,4.453264,13.43777,-1.013808,9.783113,-1.990163,1,0,7.635787,0,0,4.8114,5.7427,13.726,-1.2992,8.6043,-0.4457
1991,34,4.683033,13.45751,-1.019769,9.78185,-2.000289,1,0,7.635787,0,0,4.7907,5.7367,13.7499,-1.3112,8.629,-0.4727
1992,34,4.663131,13.46418,-1.020172,9.783581,-1.898226,1,0,7.635787,0,0,4.8332,5.7983,13.7588,-1.3121,8.6429,-0.3862
1993,34,4.56577,13.45524,-1.014022,9.787955,-2.156838,1,0,7.635787,0,0,4.7167,5.6422,13.7559,-1.3099,8.6264,-0.6501
1994,34,4.640361,13.485,-0.9980049,9.861206,-2.166159,1,0,7.635787,0,0,4.7427,5.7724,13.7878,-1.3044,8.5688,-0.6116
1995,34,4.862433,13.51193,-0.9978474,9.88209,-1.941503,1,0,7.635787,0,0,4.8836,5.9345,13.8166,-1.295,8.5322,-0.4019
1996,34,4.928187,13.53417,-0.9960629,9.898041,-1.9645,1,0,7.635787,0,0,4.8653,6.0044,13.8364,-1.2859,8.5342,-0.4126
1997,34,4.924649,13.5681,-0.9954714,9.91729,-2.214502,1,0,7.635787,0,0,4.7184,6.0167,13.8661,-1.2746,8.5992,-0.6152
1998,34,5.069252,13.59916,-1.007118,9.926854,-2.233528,1,0,7.635787,0,0,4.6709,6.1389,13.8963,-1.2668,8.6213,-0.65
1999,34,5.142426,13.67665,-1.045609,9.919299,-2.29663,1,0,7.635787,0,0,4.6139,6.1737,13.9341,-1.2563,8.6397,-0.7173
2000,34,5.058754,13.71896,-1.050455,9.974783,-2.553115,1,0,7.635787,0,0,4.4855,6.1104,13.9733,-1.2471,8.6329,-0.9549
2001,34,5.061486,13.74025,-1.059571,9.983853,-2.587759,1,0,7.635787,0,0,4.4484,6.0965,13.9851,-1.2521,8.523,-1.0051
1960,35,4.716537,12.01882,-0.7176617,7.97148,-0.6100106,0,0,6.25575,0,0,3.2835,3.2729,12.6399,-1.3927,8.0524,-1.5352
1961,35,4.854437,12.077,-0.7166888,8.052485,-0.5993577,0,0,6.25575,0,0,3.3213,3.4076,12.6952,-1.3874,8.0404,-1.513
1962,35,4.970322,12.1247,-0.7147478,8.147422,-0.5876756,0,0,6.25575,0,0,3.3181,3.5134,12.7435,-1.3917,8.1452,-1.499
1963,35,5.104691,12.14971,-0.7197435,7.913279,-0.5752064,0,0,6.25575,0,0,3.3159,3.6078,12.7893,-1.3884,8.1614,-1.4865
1964,35,5.33679,12.22536,-0.7162262,8.11142,-0.5620818,0,0,6.25575,0,0,3.3266,3.7607,12.8565,-1.3871,8.2114,-1.4734
1965,35,5.435418,12.27506,-0.7120086,8.188327,-0.5463871,0,0,6.25575,0,0,3.3569,3.8522,12.9015,-1.3827,8.2225,-1.4577
1966,35,5.467991,12.2992,-0.7113184,8.241016,-0.5169249,0,0,6.25575,0,0,3.3853,3.9179,12.9327,-1.38,8.2459,-1.4282
1967,35,5.574581,12.33662,-0.7101433,8.264766,-0.4982909,0,0,6.25575,0,0,3.4028,3.9352,12.9694,-1.3731,8.3038,-1.4166
1968,35,5.663638,12.3733,-0.7096077,8.312534,-0.530304,0,0,6.25575,0,0,3.3983,3.9937,13.0178,-1.3695,8.3146,-1.4759
1969,35,5.833132,12.42785,-0.7081092,8.429196,-0.4773575,0,0,6.25575,0,0,3.4202,4.1484,13.0784,-1.3679,8.3644,-1.4269
1970,35,5.947968,12.47833,-0.715342,8.255194,-0.4201848,0,0,6.25575,0,0,3.477,4.2587,13.1565,-1.3787,8.3522,-1.3699
1971,35,5.976489,12.49497,-0.7129104,8.356277,-0.356096,0,0,6.25575,0,0,3.5314,4.3246,13.19,-1.3729,8.3446,-1.2988
1972,35,6.033628,12.52742,-0.7098626,8.477238,-0.1873784,0,0,6.25575,0,0,3.6421,4.4935,13.2375,-1.3622,8.2657,-1.1492
1973,35,6.202039,12.56456,-0.7103908,8.471875,0.1043513,0,0,6.25575,0,0,3.9088,4.7014,13.2947,-1.3598,8.3109,-0.9193
1974,35,6.121915,12.57638,-0.7168953,8.218662,0.1818729,0,0,6.25575,0,0,4.1289,4.6649,13.3176,-1.3637,8.3562,-0.8355
1975,35,6.133848,12.58305,-0.7241672,7.916967,0.3969189,0,0,6.25575,0,0,4.2908,4.6046,13.3154,-1.3518,8.294,-0.6984
1976,35,6.231552,12.61572,-0.7156116,8.320233,0.3506792,0,0,6.25575,0,0,4.2226,4.6785,13.3597,-1.3544,8.3631,-0.8593
1977,35,6.18202,12.61167,-0.7116207,8.465607,0.3940263,0,0,6.25575,0,0,4.2619,4.7334,13.389,-1.3502,8.3696,-0.8357
1978,35,6.194975,12.62934,-0.7115254,8.483516,0.5433849,0,0,6.25575,0,0,4.4177,4.8269,13.4202,-1.3488,8.262,-0.6545
1979,35,6.297356,12.66455,-0.7123052,8.478935,0.7482502,0,0,6.25575,0,0,4.6147,4.9844,13.4549,-1.3461,8.3706,-0.4446
1980,35,6.196849,12.67409,-0.7167225,8.363224,0.8206363,0,0,6.25575,0,0,4.735,4.9608,13.4724,-1.3399,8.41,-0.3323
1981,35,5.968073,12.66695,-0.7195233,8.232741,0.5137995,0,0,6.25575,0,0,4.582,4.7834,13.4738,-1.3359,8.3308,-0.6684
1982,35,5.888915,12.68584,-0.7166186,8.36672,0.2031602,0,0,6.25575,0,0,4.4528,4.7935,13.4854,-1.3315,8.3851,-0.917
1983,35,5.96892,12.70797,-0.7150174,8.392172,-0.0666673,0,0,6.25575,0,0,4.3424,4.7981,13.5038,-1.3348,8.3036,-1.1911
1984,35,6.023363,12.74735,-0.7149976,8.405026,-0.22371,0,0,6.25575,0,0,4.2269,4.8274,13.5282,-1.3353,8.3973,-1.4241
1985,35,6.104793,12.77602,-0.7130672,8.527796,-0.2442607,0,0,6.25575,0,0,4.1718,4.9309,13.5539,-1.3338,8.4653,-1.4981
1986,35,6.258208,12.80705,-0.7104471,8.648763,0.2260148,0,0,6.25575,0,0,4.4419,5.1959,13.5859,-1.3236,8.4598,-1.0525
1987,35,6.371802,12.82398,-0.7149763,8.510257,0.5437475,0,0,6.25575,0,0,4.6152,5.403,13.6137,-1.3228,8.5181,-0.7498
1988,35,6.381421,12.84518,-0.7153443,8.487403,0.6351576,0,0,6.25575,0,0,4.6987,5.4819,13.6614,-1.3089,8.4841,-0.6665
1989,35,6.404081,12.85936,-0.7187198,8.396541,0.5473467,0,0,6.25575,0,0,4.6637,5.5596,13.6972,-1.3056,8.6043,-0.7575
1990,35,6.559484,12.87125,-0.7193489,8.419622,0.8544038,0,0,6.25575,0,0,4.8114,5.7427,13.726,-1.2992,8.6043,-0.4457
1991,35,6.518317,12.86945,-0.7158816,8.573514,0.8431736,0,0,6.25575,0,0,4.7907,5.7367,13.7499,-1.3112,8.629,-0.4727
1992,35,6.534117,12.86385,-0.7129233,8.686198,0.970021,0,0,6.25575,0,0,4.8332,5.7983,13.7588,-1.3121,8.6429,-0.3862
1993,35,6.332262,12.8511,-0.7099056,8.784817,0.6342489,0,0,6.25575,0,0,4.7167,5.6422,13.7559,-1.3099,8.6264,-0.6501
1994,35,6.502478,12.91684,-0.7128717,8.898335,0.6870631,0,0,6.25575,0,0,4.7427,5.7724,13.7878,-1.3044,8.5688,-0.6116
1995,35,6.683987,12.94919,-0.7141618,8.892521,0.9198788,1,0,6.25575,0,0,4.8836,5.9345,13.8166,-1.295,8.5322,-0.4019
1996,35,6.758051,12.96599,-0.7121704,8.943939,0.9738891,1,0,6.25575,0,0,4.8653,6.0044,13.8364,-1.2859,8.5342,-0.4126
1997,35,6.732268,12.99551,-0.7109115,8.998065,0.7388296,1,0,6.25575,0,0,4.7184,6.0167,13.8661,-1.2746,8.5992,-0.6152
1998,35,6.704085,13.01926,-0.7132774,8.995741,0.6988453,1,0,6.25575,0,0,4.6709,6.1389,13.8963,-1.2668,8.6213,-0.65
1999,35,6.717632,13.05478,-0.7167209,8.914832,0.6419327,1,0,6.25575,0,0,4.6139,6.1737,13.9341,-1.2563,8.6397,-0.7173
2000,35,6.716797,13.08886,-0.71636,9.057358,0.4285782,1,0,6.25575,0,0,4.4855,6.1104,13.9733,-1.2471,8.6329,-0.9549
2001,35,6.686135,13.09933,-0.7168894,9.105205,0.3035085,1,0,6.25575,0,0,4.4484,6.0965,13.9851,-1.2521,8.523,-1.0051
1960,36,5.537608,13.24613,-1.528551,8.823372,2.063121,0,0,6.864848,0,1,3.2835,3.2729,12.6399,-1.3927,8.0524,-1.5352
1961,36,5.530869,13.27409,-1.499557,8.930193,2.073774,0,0,6.864848,0,1,3.3213,3.4076,12.6952,-1.3874,8.0404,-1.513
1962,36,5.628816,13.29065,-1.466747,9.029816,2.085456,0,0,6.864848,0,1,3.3181,3.5134,12.7435,-1.3917,8.1452,-1.499
1963,36,5.672529,13.32948,-1.494368,8.987034,2.097925,0,0,6.864848,0,1,3.3159,3.6078,12.7893,-1.3884,8.1614,-1.4865
1964,36,5.779474,13.38372,-1.465158,9.114423,2.11105,0,0,6.864848,0,1,3.3266,3.7607,12.8565,-1.3871,8.2114,-1.4734
1965,36,5.799894,13.41946,-1.439245,9.168655,2.126744,0,0,6.864848,0,1,3.3569,3.8522,12.9015,-1.3827,8.2225,-1.4577
1966,36,5.839171,13.44022,-1.433973,9.191494,2.156206,0,0,6.864848,0,1,3.3853,3.9179,12.9327,-1.38,8.2459,-1.4282
1967,36,5.877946,13.46627,-1.420223,9.225446,2.158246,0,0,6.864848,0,1,3.4028,3.9352,12.9694,-1.3731,8.3038,-1.4166
1968,36,5.822045,13.50513,-1.420077,9.257312,1.988677,0,0,6.864848,0,1,3.3983,3.9937,13.0178,-1.3695,8.3146,-1.4759
1969,36,5.880174,13.53175,-1.391188,9.356031,2.041623,0,0,6.864848,0,1,3.4202,4.1484,13.0784,-1.3679,8.3644,-1.4269
1970,36,5.941565,13.55571,-1.394414,9.360347,2.098796,0,0,6.864848,0,1,3.477,4.2587,13.1565,-1.3787,8.3522,-1.3699
1971,36,5.981126,13.57734,-1.390541,9.383607,2.165748,0,0,6.864848,0,1,3.5314,4.3246,13.19,-1.3729,8.3446,-1.2988
1972,36,6.052298,13.6146,-1.38386,9.427976,2.290295,0,0,6.864848,0,1,3.6421,4.4935,13.2375,-1.3622,8.2657,-1.1492
1973,36,6.195054,13.67862,-1.408098,9.416091,2.47325,1,0,6.864848,0,1,3.9088,4.7014,13.2947,-1.3598,8.3109,-0.9193
1974,36,6.057836,13.66354,-1.40748,9.396304,2.521267,1,0,6.864848,0,1,4.1289,4.6649,13.3176,-1.3637,8.3562,-0.8355
1975,36,5.969891,13.65532,-1.416587,9.360855,2.616444,1,0,6.864848,0,1,4.2908,4.6046,13.3154,-1.3518,8.294,-0.6984
1976,36,5.980461,13.68788,-1.390946,9.455172,2.412973,1,0,6.864848,0,1,4.2226,4.6785,13.3597,-1.3544,8.3631,-0.8593
